Title,Director,MetaScore,Duration (minutes),IMDb Rating,Certificates,Star Cast,Genre,Year
Erin Brockovich,Steven Soderbergh,73.0,131.0,7.4,R,Julia RobertsAlbert FinneyDavid Brisbin,Biography,2000
Moneyball,Bennett Miller,87.0,133.0,7.6,PG-13,Steven ZaillianAaron SorkinStan Chervin,Biography,2011
Beautiful Boy,Felix van Groeningen,62.0,120.0,7.4,R,Luke DaviesFelix van GroeningenDavid Sheff,Biography,2018
Pain & Gain,Michael Bay,45.0,129.0,6.4,R,Mark WahlbergDwayne JohnsonAnthony Mackie,Action,2013
Young Woman and the Sea,Joachim Rønning,63.0,129.0,8.0,PG,Daisy RidleyTilda Cobham-HerveyStephen Graham,Biography,2024
American Sniper,Clint Eastwood,73.0,133.0,7.3,R,Jason HallChris KyleScott McEwen,Action,2014
The Sound of Music,Robert Wise,63.0,172.0,8.1,G,Georg HurdalekHoward LindsayRussel Crouse,Biography,1965
The King,David Michôd,62.0,140.0,7.3,R,Tom Glynn-CarneyGábor CzapTom Fisher,Biography,2019
The Irishman,Martin Scorsese,94.0,209.0,7.8,R,Robert De NiroAl PacinoJoe Pesci,Biography,2019
Hamilton,Thomas Kail,88.0,160.0,8.3,PG-13,Lin-Manuel MirandaPhillipa SooLeslie Odom Jr.,Biography,2020
Rush,Ron Howard,74.0,123.0,8.1,R,Daniel BrühlChris HemsworthOlivia Wilde,Action,2013
American Gangster,Ridley Scott,76.0,157.0,7.8,R,Denzel WashingtonRussell CroweChiwetel Ejiofor,Biography,2007
Into the Wild,Sean Penn,73.0,148.0,8.1,R,Emile HirschVince VaughnCatherine Keener,Adventure,2007
The Social Network,David Fincher,95.0,120.0,7.8,PG-13,Jesse EisenbergAndrew GarfieldJustin Timberlake,Biography,2010
Cabrini,Alejandro Monteverde,51.0,142.0,7.5,PG-13,Rod BarrAlejandro Monteverde,Biography,2024
The Beach Boys,Frank Marshall,63.0,113.0,7.1,PG-13,The Beach BoysMike LoveBrian Wilson,Documentary,2024
BlackBerry,Matt Johnson,78.0,120.0,7.4,R,Jacquie McNishSean SilcoffMatt Johnson,Biography,2023
Bohemian Rhapsody,Bryan Singer,49.0,134.0,7.9,PG-13,Anthony McCartenPeter Morgan,Biography,2018
City of Lies,Brad Furman,44.0,112.0,6.5,R,Johnny DeppForest WhitakerToby Huss,Biography,2018
Catch Me If You Can,Steven Spielberg,75.0,141.0,8.1,PG-13,Leonardo DiCaprioTom HanksChristopher Walken,Biography,2002
A Beautiful Mind,Ron Howard,72.0,135.0,8.2,PG-13,Russell CroweEd HarrisJennifer Connelly,Biography,2001
The Promised Land,Nikolaj Arcel,77.0,127.0,7.7,R,Mads MikkelsenAmanda CollinSimon Bennebjerg,Action,2023
The Pianist,Roman Polanski,85.0,150.0,8.5,R,Adrien BrodyThomas KretschmannFrank Finlay,Biography,2002
The Favourite,Yorgos Lanthimos,91.0,119.0,7.5,R,Olivia ColmanEmma StoneRachel Weisz,Biography,2018
Priscilla,Sofia Coppola,79.0,113.0,6.5,R,Cailee SpaenyJacob ElordiAri Cohen,Biography,2023
Elvis,Baz Luhrmann,64.0,159.0,7.3,PG-13,Baz LuhrmannSam BromellCraig Pearce,Biography,2022
The Greatest Showman,Michael Gracey,48.0,105.0,7.5,PG,Jenny BicksBill Condon,Biography,2017
Society of the Snow,J.A. Bayona,72.0,144.0,7.8,R,J.A. BayonaBernat VilaplanaJaime Marques,Adventure,2023
Hidden Figures,Theodore Melfi,74.0,127.0,7.8,PG,Taraji P. HensonOctavia SpencerJanelle Monáe,Biography,2016
War Dogs,Todd Phillips,57.0,114.0,7.1,R,Stephen ChinTodd PhillipsJason Smilovic,Biography,2016
Sound of Freedom,Alejandro Monteverde,36.0,131.0,7.6,PG-13,Jim CaviezelMira SorvinoBill Camp,Biography,2023
The Imitation Game,Morten Tyldum,71.0,114.0,8.0,PG-13,Benedict CumberbatchKeira KnightleyMatthew Goode,Biography,2014
Dumb Money,Craig Gillespie,66.0,105.0,6.9,R,Paul DanoPete DavidsonVincent D'Onofrio,Biography,2023
The Big Short,Adam McKay,81.0,130.0,7.8,R,Christian BaleSteve CarellRyan Gosling,Biography,2015
Green Book,Peter Farrelly,69.0,130.0,8.2,PG-13,Viggo MortensenMahershala AliLinda Cardellini,Biography,2018
Amadeus,Milos Forman,87.0,160.0,8.4,PG,Peter ShafferZdenek Mahler,Biography,1984
The Boys in the Boat,George Clooney,54.0,123.0,6.9,PG-13,Joel EdgertonCallum TurnerPeter Guinness,Biography,2023
Hacksaw Ridge,Mel Gibson,71.0,139.0,8.1,R,Andrew GarfieldSam WorthingtonLuke Bracey,Biography,2016
Bob Marley: One Love,Reinaldo Marcus Green,43.0,107.0,6.3,PG-13,Terence WinterFrank E. FlowersZach Baylin,Biography,2024
One Life,James Hawes,69.0,109.0,7.5,PG,Anthony HopkinsLena OlinJohnny Flynn,Biography,2023
Napoleon,Ridley Scott,64.0,158.0,6.4,R,Joaquin PhoenixVanessa KirbyTahar Rahim,Action,2023
Tombstone,George P. Cosmatos,50.0,130.0,7.8,R,Kurt RussellVal KilmerSam Elliott,Biography,1993
Braveheart,Mel Gibson,68.0,178.0,8.3,R,Mel GibsonSophie MarceauPatrick McGoohan,Biography,1995
Ford v Ferrari,James Mangold,81.0,152.0,8.1,PG-13,Matt DamonChristian BaleJon Bernthal,Action,2019
Goodfellas,Martin Scorsese,92.0,145.0,8.7,R,Nicholas PileggiMartin Scorsese,Biography,1990
Schindler's List,Steven Spielberg,95.0,195.0,9.0,R,Liam NeesonRalph FiennesBen Kingsley,Biography,1993
Sight,Andrew Hyatt,42.0,103.0,7.2,PG-13,Terry ChenGreg KinnearNatasha Mumba,Biography,2023
Dark Waters,Todd Haynes,73.0,126.0,7.6,PG-13,Mark RuffaloAnne HathawayTim Robbins,Biography,2019
The Wolf of Wall Street,Martin Scorsese,75.0,180.0,8.2,R,Leonardo DiCaprioJonah HillMargot Robbie,Biography,2013
Ferrari,Michael Mann,73.0,130.0,6.4,R,Adam DriverShailene WoodleyGiuseppe Festinese,Biography,2023
Back to Black,Sam Taylor-Johnson,44.0,122.0,6.5,R,Marisa AbelaEddie MarsanJack O'Connell,Biography,2024
Oppenheimer,Christopher Nolan,90.0,180.0,8.3,R,Cillian MurphyEmily BluntMatt Damon,Biography,2023
The Iron Claw,Sean Durkin,73.0,132.0,7.6,R,Zac EfronJeremy Allen WhiteHarris Dickinson,Biography,2023
The Room,Christian Volckman,66.0,100.0,6.0,Not Rated,Christian VolckmanEric ForestierGaia Guasti,Drama,2019
Horse Girl,Jeff Baena,61.0,103.0,6.0,R,Alison BrieMolly ShannonGoldenite,Drama,2020
The Lego Ninjago Movie,Charlie Bean,55.0,101.0,6.0,PG,Bob LoganPaul FisherWilliam Wheeler,Animation,2017
Vesper,Kristina Buozyte,70.0,114.0,6.0,Not Rated,Bruno SamperKristina BuozyteBrian Clark,Adventure,2022
The Last Song,Julie Anne Robinson,33.0,107.0,6.0,PG,Nicholas SparksJeff Van Wie,Drama,2010
Backcountry,Adam MacDonald,62.0,92.0,6.0,R,Jeff RoopMissy PeregrymNicholas Campbell,Adventure,2014
Valley of the Dolls,Mark Robson,49.0,123.0,6.0,PG-13,Barbara ParkinsPatty DukePaul Burke,Drama,1967
Soldier,Paul W.S. Anderson,66.0,99.0,6.0,R,Kurt RussellJason Scott LeeJason Isaacs,Action,1998
13,Géla Babluani,29.0,91.0,6.0,R,Géla BabluaniGreg Pruss,Crime,2010
Come Undone,Silvio Soldini,61.0,126.0,6.0,Unrated,Silvio SoldiniDoriana LeondeffAngelo Carbone,Drama,2010
Hope Floats,Forest Whitaker,43.0,114.0,6.0,PG-13,Sandra BullockHarry Connick Jr.Gena Rowlands,Drama,1998
The Handmaid's Tale,Volker Schlöndorff,53.0,108.0,6.0,R,Natasha RichardsonFaye DunawayAidan Quinn,Drama,1990
First Knight,Jerry Zucker,57.0,134.0,6.0,PG-13,Lorne CameronDavid HoseltonWilliam Nicholson,Action,1995
The Treacherous,Kyu-dong Min,66.0,133.0,6.0,Not Rated,Ju Ji-hoonKim Kang-wooLim Ji-yeon,Crime,2015
Made in Italy,James D'Arcy,44.0,94.0,6.0,R,Yolanda KettleMicheál NeesonSouad Faress,Comedy,2020
The Signal,William Eubank,54.0,97.0,6.0,PG-13,Brenton ThwaitesOlivia CookeBeau Knapp,Drama,2014
Class,Lewis John Carlino,33.0,98.0,6.0,R,Jacqueline BissetRob LoweAndrew McCarthy,Comedy,1983
Mr. Malcolm's List,Emma Holly Jones,65.0,117.0,6.0,PG,Suzanne Allain,Comedy,2022
G.I. Jane,Ridley Scott,62.0,125.0,6.0,R,Danielle AlexandraDavid Twohy,Action,1997
My Oni Girl,Tomotaka Shibayama,66.0,112.0,6.0,TV-PG,Kenshô OnoMiyu TomitaShintarô Asanuma,Animation,2024
Greta,Neil Jordan,54.0,98.0,6.0,R,Ray WrightNeil Jordan,Drama,2018
Breathless,Jim McBride,52.0,100.0,6.0,R,L.M. Kit CarsonJim McBrideJean-Luc Godard,Action,1983
Those Who Wish Me Dead,Taylor Sheridan,59.0,100.0,6.0,R,Michael KorytaCharles LeavittTaylor Sheridan,Action,2021
Original Sin,Michael Cristofer,33.0,116.0,6.0,R,Antonio BanderasAngelina JolieThomas Jane,Drama,2001
Never Been Kissed,Raja Gosnell,60.0,107.0,6.0,PG-13,Drew BarrymoreDavid ArquetteMichael Vartan,Comedy,1999
The Gambler,Rupert Wyatt,55.0,111.0,6.0,R,Mark WahlbergJessica LangeJohn Goodman,Crime,2014
See You on Venus,Joaquín Llamas,66.0,116.3,6.0,R,Virginia GardnerAlex AionoRob Estes,Drama,2023
The Lodge,Severin Fiala,64.0,108.0,6.0,R,Riley KeoughJaeden MartellLia McHugh,Drama,2019
Free Willy,Simon Wincer,79.0,112.0,6.0,PG,Keith WalkerCorey Blechman,Adventure,1993
Rebecca,Ben Wheatley,46.0,123.0,6.0,PG-13,Jane GoldmanJoe ShrapnelAnna Waterhouse,Drama,2020
The Substitute,Robert Mandel,41.0,114.0,6.0,R,Tom BerengerRaymond CruzWilliam Forsythe,Action,1996
Becky,Jonathan Milott,54.0,93.0,6.0,R,Lulu WilsonKevin JamesJoel McHale,Action,2020
Dream House,Jim Sheridan,35.0,92.0,6.0,PG-13,Daniel CraigRachel WeiszNaomi Watts,Drama,2011
Cat Person,Susanna Fogel,48.0,118.0,6.0,R,Emilia JonesNicholas BraunGeraldine Viswanathan,Drama,2023
Taken 3,Olivier Megaton,26.0,108.0,6.0,PG-13,Luc BessonRobert Mark Kamen,Action,2014
Joe Dirt,Dennie Gordon,20.0,91.0,6.0,PG-13,David SpadeBrittany DanielDennis Miller,Adventure,2001
Haunted Mansion,Justin Simien,47.0,123.0,6.0,PG-13,LaKeith StanfieldRosario DawsonOwen Wilson,Comedy,2023
Shallow Hal,Bobby Farrelly,48.0,114.0,6.0,PG-13,Jack BlackGwyneth PaltrowJason Alexander,Comedy,2001
Intimacy,Patrice Chéreau,69.0,119.0,6.0,Unrated,Mark RylanceKerry FoxSusannah Harker,Drama,2001
Fast Charlie,Phillip Noyce,65.0,116.3,6.0,R,Pierce BrosnanMorena BaccarinJames Caan,Action,2023
Ruby Red,Felix Fuchssteiner,66.0,116.3,6.0,R,Josefine PreußFlorian BartholomäiUwe Kockisch,Action,2013
Indecent Proposal,Adrian Lyne,45.0,117.0,6.0,R,Robert RedfordDemi MooreWoody Harrelson,Drama,1993
Exodus: Gods and Kings,Ridley Scott,52.0,150.0,6.0,PG-13,Adam CooperBill CollageJeffrey Caine,Action,2014
Cowboys & Aliens,Jon Favreau,50.0,119.0,6.0,PG-13,Roberto OrciAlex KurtzmanDamon Lindelof,Action,2011
Immortals,Tarsem Singh,46.0,110.0,6.0,R,Henry CavillMickey RourkeJohn Hurt,Action,2011
She Came to Me,Rebecca Miller,53.0,102.0,6.0,R,Peter DinklageAnne HathawayMarisa Tomei,Comedy,2023
Finestkind,Brian Helgeland,44.0,126.0,6.0,R,Ben FosterToby WallaceJenna Ortega,Crime,2023
Eileen,William Oldroyd,72.0,97.0,6.0,R,Luke GoebelOttessa Moshfegh,Drama,2023
The Courier,Daniel Calparsoro,66.0,116.3,6.0,R,Arón PiperMaría PedrazaLuis Tosar,Crime,2024
Crew,Rajesh A Krishnan,66.0,116.3,6.0,R,TabuKareena KapoorKriti Sanon,Comedy,2024
The Great Muppet Caper,Jim Henson,70.0,97.0,7.1,G,Tom PatchettJay TarsesJerry Juhl,Adventure,1981
Wendell & Wild,Henry Selick,69.0,105.0,6.4,PG-13,Henry SelickJordan PeeleClay McLeod Chapman,Animation,2022
Escape to Witch Mountain,John Hough,60.0,97.0,6.3,G,Eddie AlbertRay MillandDonald Pleasence,Adventure,1975
The House with a Clock in Its Walls,Eli Roth,57.0,105.0,6.1,PG,Jack BlackCate BlanchettOwen Vaccaro,Comedy,2018
Batman: Mask of the Phantasm,Kevin Altieri,65.0,76.0,7.8,PG,Kevin AltieriBoyd KirklandFrank Paur,Animation,1993
Mountain Top,Gary Wheeler,66.0,116.3,7.1,R,Gary WheelerRobert Whitlow,Drama,2017
Muppets Most Wanted,James Bobin,61.0,107.0,6.4,PG,Ricky GervaisTy BurrellTina Fey,Adventure,2014
The Extraordinary Adventures of Adèle Blanc-Sec,Luc Besson,66.0,107.0,6.3,PG,Louise BourgoinMathieu AmalricGilles Lellouche,Action,2010
Sapphire Blue,Felix Fuchssteiner,66.0,116.3,6.2,R,Josefine PreußFlorian BartholomäiKarl Walter Sprungala,Action,2014
ParaNorman,Chris Butler,72.0,92.0,7.0,PG,Kodi Smit-McPheeAnna KendrickChristopher Mintz-Plasse,Animation,2012
Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,53.0,97.0,6.9,PG,Jim SturgessHugo WeavingDavid Wenham,Animation,2010
The Watcher in the Woods,John Hough,52.0,84.0,6.1,PG,Brian ClemensHarry SpaldingRosemary Anne Sisson,Family,1980
The Great Mouse Detective,Ron Clements,73.0,74.0,7.1,G,Ron ClementsBurny MattinsonDave Michener,Animation,1986
Wallace & Gromit: The Curse of the Were-Rabbit,Steve Box,87.0,85.0,7.5,G,Steve BoxNick ParkMark Burton,Animation,2005
When Marnie Was There,Hiromasa Yonebayashi,72.0,103.0,7.6,PG,Joan G. RobinsonKeiko NiwaMasashi Andô,Animation,2014
We Have a Ghost,Christopher Landon,53.0,126.0,6.1,PG-13,Jahi Di'Allo WinstonDavid HarbourAnthony Mackie,Adventure,2023
The Secret of NIMH,Don Bluth,76.0,82.0,7.5,G,Robert C. O'BrienDon BluthJohn Pomeroy,Animation,1982
Epic,Chris Wedge,52.0,102.0,6.6,PG,James V. HartWilliam JoyceDaniel Shere,Animation,2013
Hoodwinked!,Cory Edwards,45.0,80.0,6.5,PG,Cory EdwardsTodd EdwardsTony Leech,Animation,2005
Chip 'n Dale: Rescue Rangers,Akiva Schaffer,66.0,97.0,7.0,PG,Andy SambergJohn MulaneyKiKi Layne,Animation,2022
The Adventures of Tintin,Steven Spielberg,68.0,107.0,7.3,PG,HergéSteven MoffatEdgar Wright,Animation,2011
Monster House,Gil Kenan,68.0,91.0,6.6,PG,Dan HarmonRob SchrabPamela Pettler,Animation,2006
Mr. Holmes,Bill Condon,67.0,104.0,6.8,PG,Ian McKellenLaura LinneyHiroyuki Sanada,Crime,2015
Hugo,Martin Scorsese,83.0,126.0,7.5,PG,Asa ButterfieldChloë Grace MoretzChristopher Lee,Adventure,2011
Alice Through the Looking Glass,James Bobin,34.0,113.0,6.2,PG,Mia WasikowskaJohnny DeppHelena Bonham Carter,Adventure,2016
The Witches,Nicolas Roeg,78.0,91.0,6.8,PG,Anjelica HustonMai ZetterlingJasen Fisher,Adventure,1990
Haunted Mansion,Justin Simien,47.0,123.0,6.0,PG-13,LaKeith StanfieldRosario DawsonOwen Wilson,Comedy,2023
Guillermo del Toro's Pinocchio,Guillermo del Toro,79.0,117.0,7.6,PG,Guillermo del ToroPatrick McHaleCarlo Collodi,Animation,2022
Pokémon: Detective Pikachu,Rob Letterman,53.0,104.0,6.5,PG,Dan HernandezBenji SamitRob Letterman,Action,2019
Orion and the Dark,Sean Charmatz,72.0,93.0,6.3,TV-Y7,Charlie KaufmanEmma YarlettLloyd Taylor,Animation,2024
Ruby Red,Felix Fuchssteiner,66.0,116.3,6.0,R,Josefine PreußFlorian BartholomäiUwe Kockisch,Action,2013
Anastasia,Don Bluth,61.0,94.0,7.1,G,Susan GauthierBruce GrahamBob Tzudiker,Animation,1997
Brave,Mark Andrews,69.0,93.0,7.1,PG,Brenda ChapmanMark AndrewsSteve Purcell,Animation,2012
Dora and the Lost City of Gold,James Bobin,63.0,102.0,6.1,PG,Nicholas StollerMatthew RobinsonTom Wheeler,Action,2019
Cloak & Dagger,Richard Franklin,64.0,101.0,6.6,PG,Tom HollandCornell WoolrichNancy Dowd,Action,1984
Who Framed Roger Rabbit,Robert Zemeckis,83.0,104.0,7.7,PG,Jeffrey PricePeter S. SeamanGary K. Wolf,Animation,1988
Return to Oz,Walter Murch,42.0,113.0,6.7,PG,Fairuza BalkNicol WilliamsonJean Marsh,Adventure,1985
Harry Potter and the Half-Blood Prince,David Yates,78.0,153.0,7.6,PG,Daniel RadcliffeEmma WatsonRupert Grint,Action,2009
Tomorrowland,Brad Bird,60.0,130.0,6.4,PG,Damon LindelofBrad BirdJeff Jensen,Action,2015
Holes,Andrew Davis,71.0,117.0,7.0,PG,Louis Sachar,Adventure,2003
Harry Potter and the Order of the Phoenix,David Yates,71.0,138.0,7.5,PG-13,Daniel RadcliffeEmma WatsonRupert Grint,Action,2007
Harry Potter and the Deathly Hallows: Part 1,David Yates,65.0,146.0,7.7,PG-13,Daniel RadcliffeEmma WatsonRupert Grint,Adventure,2010
Coco,Lee Unkrich,81.0,105.0,8.4,PG,Lee UnkrichJason KatzMatthew Aldrich,Animation,2017
Zootopia,Byron Howard,78.0,108.0,8.0,PG,Byron HowardRich MooreJared Bush,Animation,2016
Alice in Wonderland,Tim Burton,53.0,108.0,6.4,PG,Mia WasikowskaJohnny DeppHelena Bonham Carter,Adventure,2010
Harry Potter and the Chamber of Secrets,Chris Columbus,63.0,161.0,7.4,PG,Daniel RadcliffeRupert GrintEmma Watson,Adventure,2002
Harry Potter and the Deathly Hallows: Part 2,David Yates,85.0,130.0,8.1,PG-13,Daniel RadcliffeEmma WatsonRupert Grint,Adventure,2011
Harry Potter and the Prisoner of Azkaban,Alfonso Cuarón,82.0,142.0,7.9,PG,Daniel RadcliffeEmma WatsonRupert Grint,Adventure,2004
Harry Potter and the Goblet of Fire,Mike Newell,81.0,157.0,7.7,PG-13,Daniel RadcliffeEmma WatsonRupert Grint,Adventure,2005
Spirited Away,Hayao Miyazaki,96.0,125.0,8.6,PG,Hayao Miyazaki,Animation,2001
Us,Jordan Peele,81.0,116.0,6.8,R,Lupita Nyong'oWinston DukeElisabeth Moss,Horror,2019
Saw,James Wan,46.0,103.0,7.6,R,Leigh WhannellJames Wan,Horror,2004
Lifeforce,Tobe Hooper,50.0,101.0,6.1,R,Colin WilsonDan O'BannonDon Jakoby,Action,1985
The Ring,Gore Verbinski,57.0,115.0,7.1,PG-13,Naomi WattsMartin HendersonBrian Cox,Horror,2002
Under the Skin,Jonathan Glazer,80.0,108.0,6.3,R,Walter CampbellJonathan GlazerMichel Faber,Drama,2013
It Follows,David Robert Mitchell,83.0,100.0,6.8,R,Maika MonroeKeir GilchristOlivia Luccardi,Horror,2014
Sinister,Scott Derrickson,53.0,110.0,6.8,R,Ethan HawkeJuliet RylanceJames Ransone,Horror,2012
The Cabin in the Woods,Drew Goddard,72.0,95.0,7.0,R,Kristen ConnollyChris HemsworthAnna Hutchison,Horror,2011
Constantine,Francis Lawrence,50.0,121.0,7.0,R,Jamie DelanoGarth EnnisKevin Brodbin,Action,2005
Cobweb,Samuel Bodin,50.0,88.0,5.9,R,Lizzy CaplanAntony StarrCleopatra Coleman,Horror,2023
Silent Hill,Christophe Gans,31.0,125.0,6.5,R,Radha MitchellLaurie HoldenSean Bean,Horror,2006
Scream,Matt Bettinelli-Olpin,60.0,114.0,6.3,R,Neve CampbellCourteney CoxDavid Arquette,Horror,2022
Scream VI,Matt Bettinelli-Olpin,61.0,122.0,6.5,R,Courteney CoxMelissa BarreraJenna Ortega,Horror,2023
Bodies Bodies Bodies,Halina Reijn,69.0,94.0,6.2,R,Amandla StenbergMaria BakalovaMyha'la,Comedy,2022
A Haunting in Venice,Kenneth Branagh,63.0,103.0,6.5,PG-13,Kenneth BranaghMichelle YeohJamie Dornan,Crime,2023
Infinity Pool,Brandon Cronenberg,72.0,117.0,6.0,R,Alexander SkarsgårdMia GothCleopatra Coleman,Crime,2023
Last Night in Soho,Edgar Wright,65.0,116.0,7.0,R,Edgar WrightKrysty Wilson-Cairns,Drama,2021
Trap,M. Night Shyamalan,66.0,116.3,6.9,R,Josh HartnettAlison PillHayley Mills,Crime,2024
The Thing,John Carpenter,57.0,109.0,8.2,R,Kurt RussellWilford BrimleyKeith David,Horror,1982
Annihilation,Alex Garland,79.0,115.0,6.8,R,Natalie PortmanJennifer Jason LeighTessa Thompson,Adventure,2018
Saw X,Kevin Greutert,60.0,118.0,6.6,R,Tobin BellShawnee SmithSynnøve Macody Lund,Horror,2023
Peter Pan's Neverland Nightmare,Scott Chambers,66.0,116.3,6.9,R,Megan PlacitoKit GreenPeter DeSouza-Feighoney,Adventure,2005
Scream,Wes Craven,66.0,111.0,7.4,R,Neve CampbellCourteney CoxDavid Arquette,Horror,1996
Psycho,Alfred Hitchcock,97.0,109.0,8.5,R,Anthony PerkinsJanet LeighVera Miles,Horror,1960
Suspiria,Luca Guadagnino,64.0,152.0,6.7,R,Chloë Grace MoretzTilda SwintonDoris Hick,Drama,2018
Ready or Not,Matt Bettinelli-Olpin,64.0,95.0,6.9,R,Samara WeavingAdam BrodyMark O'Brien,Action,2019
The Conjuring,James Wan,68.0,112.0,7.5,R,Patrick WilsonVera FarmigaRon Livingston,Horror,2013
Old,M. Night Shyamalan,55.0,108.0,5.8,PG-13,Gael García BernalVicky KriepsRufus Sewell,Drama,2021
Thanksgiving,Eli Roth,63.0,106.0,6.3,R,Jeff RendellEli Roth,Horror,2023
Nightwatch: Demons Are Forever,Ole Bornedal,50.0,110.0,6.0,Not Rated,Fanny Leander BornedalNikolaj Coster-WaldauAlex Høgh Andersen,Horror,2023
Imaginary,Jeff Wadlow,34.0,104.0,4.7,PG-13,DeWanda WiseTaegen BurnsPyper Braun,Horror,2024
The Lighthouse,Robert Eggers,83.0,109.0,7.4,R,Robert PattinsonWillem DafoeValeriia Karaman,Drama,2019
The Black Phone,Scott Derrickson,65.0,103.0,6.9,R,Mason ThamesMadeleine McGrawEthan Hawke,Horror,2021
The Witch,Robert Eggers,84.0,92.0,7.0,R,Anya Taylor-JoyRalph InesonKate Dickie,Drama,2015
Get Out,Jordan Peele,85.0,104.0,7.8,R,Daniel KaluuyaAllison WilliamsBradley Whitford,Horror,2017
Monster,Rako Prijanto,66.0,86.0,4.6,TV-MA,Marsha TimothyAlex AbbadAnantya Kirana,Horror,2023
Smile,Parker Finn,68.0,115.0,6.5,R,Sosie BaconJessie T. UsherKyle Gallner,Horror,2022
Nosferatu,Robert Eggers,66.0,116.3,6.9,R,Aaron Taylor-JohnsonBill SkarsgårdNicholas Hoult,Fantasy,2024
A Serbian Film,Srdjan Spasojevic,66.0,104.0,5.0,NC-17,Srdjan 'Zika' TodorovicSergej TrifunovicJelena Gavrilovic,Horror,2010
The Prodigy,Nicholas McCarthy,45.0,92.0,5.9,R,Taylor SchillingJackson Robert ScottPeter Mooney,Fantasy,2019
Nope,Jordan Peele,77.0,130.0,6.8,R,Daniel KaluuyaKeke PalmerBrandon Perea,Horror,2022
Five Nights at Freddy's,Emma Tammi,33.0,109.0,5.5,PG-13,Scott CawthonSeth CuddebackEmma Tammi,Horror,2023
Midsommar,Ari Aster,72.0,148.0,7.1,R,Florence PughJack ReynorVilhelm Blomgren,Drama,2019
The Killing of a Sacred Deer,Yorgos Lanthimos,73.0,121.0,7.0,R,Barry G. BernsonHerb CaillouetBill Camp,Drama,2017
Hereditary,Ari Aster,87.0,127.0,7.3,R,Toni ColletteMilly ShapiroGabriel Byrne,Drama,2018
Exhuma,Jang Jae-hyun,66.0,116.3,7.0,R,Jang Jae-hyun,Horror,2024
Barbarian,Zach Cregger,78.0,102.0,7.0,R,Georgina CampbellBill SkarsgårdJustin Long,Horror,2022
The Watchers,Ishana Shyamalan,66.0,102.0,6.9,PG-13,Dakota FanningGeorgina CampbellOlwen Fouéré,Fantasy,2024
The Strangers,Bryan Bertino,47.0,86.0,6.1,R,Scott SpeedmanLiv TylerGemma Ward,Horror,2008
X,Ti West,80.0,105.0,6.5,R,Mia GothJenna OrtegaBrittany Snow,Horror,2022
Us,Jordan Peele,81.0,116.0,6.8,R,Lupita Nyong'oWinston DukeElisabeth Moss,Horror,2019
Saw,James Wan,46.0,103.0,7.6,R,Leigh WhannellJames Wan,Horror,2004
Lifeforce,Tobe Hooper,50.0,101.0,6.1,R,Colin WilsonDan O'BannonDon Jakoby,Action,1985
The Ring,Gore Verbinski,57.0,115.0,7.1,PG-13,Naomi WattsMartin HendersonBrian Cox,Horror,2002
Under the Skin,Jonathan Glazer,80.0,108.0,6.3,R,Walter CampbellJonathan GlazerMichel Faber,Drama,2013
It Follows,David Robert Mitchell,83.0,100.0,6.8,R,Maika MonroeKeir GilchristOlivia Luccardi,Horror,2014
Sinister,Scott Derrickson,53.0,110.0,6.8,R,Ethan HawkeJuliet RylanceJames Ransone,Horror,2012
The Cabin in the Woods,Drew Goddard,72.0,95.0,7.0,R,Kristen ConnollyChris HemsworthAnna Hutchison,Horror,2011
Constantine,Francis Lawrence,50.0,121.0,7.0,R,Jamie DelanoGarth EnnisKevin Brodbin,Action,2005
Cobweb,Samuel Bodin,50.0,88.0,5.9,R,Lizzy CaplanAntony StarrCleopatra Coleman,Horror,2023
Silent Hill,Christophe Gans,31.0,125.0,6.5,R,Radha MitchellLaurie HoldenSean Bean,Horror,2006
